ごるふをするおんな	ごるふをするおんな 🏌️‍♀️
しゅうさい	しゅうさい 🤓
ハイビスカス	ハイビスカス 🌺
イラク	イラク 🇮🇶
麦わら	麦わら 👒
竜巻	竜巻 🌪️
ＵＦＯ	ＵＦＯ 👽️
ウガンダ	ウガンダ 🇺🇬
入出国	入出国 🛂
ハートたち（複数ハート）	ハートたち（複数ハート） 💕
星座（さそり座）	星座（さそり座） ♏️
ページに付箋	ページに付箋 📑
あおいかお	あおいかお 😰 🥶
鋤	鋤 🪏
ぱとかー	ぱとかー 🚓 🚔️ 🚨
ヘアカット	ヘアカット 💇 💇‍♀️ 💇‍♂️
いるか	いるか 🐬
手（拍手）	手（拍手） 👏
たんざく	たんざく 🎋
打ちっぱなし	打ちっぱなし 🏌️
ソフトドリンク	ソフトドリンク 🥤
イラン	イラン 🇮🇷
うちゅうひこうし	うちゅうひこうし 👨‍🚀 👩‍🚀 🧑‍🚀
まーまん	まーまん 🧜‍♂️
国旗（ドイツ）	国旗（ドイツ） 🇩🇪
星座（おうし座）	星座（おうし座） ♉️
ぷっしゅぴん	ぷっしゅぴん 📌 📍
えいじのにゅうりょく	えいじのにゅうりょく 🔤
アフロ	アフロ 🦱 🪮
SOON	SOON 🔜
えっくすせん	えっくすせん 🩻
錠	錠 🔐 🔒️ 🔓️
波乗り	波乗り 🏄️ 🏄‍♀️ 🏄‍♂️
バハマ	バハマ 🇧🇸
矢印（下）	矢印（下） ⬇️
妊夫	妊夫 🫃 🫄
だんご	だんご 🍡 🍡 🎑
錨	錨 ⚓️
えいりょうゔぁーじんしょとう	えいりょうゔぁーじんしょとう 🇻🇬
だんし	だんし 🚹️
さんぴえーるしま・みくろんとう	さんぴえーるしま・みくろんとう 🇵🇲
鍋	鍋 🍲 🫕
口チャック	口チャック 🤐
だんす	だんす 💃 🕺 🦶 🩰 🪇 🪩
巻き毛	巻き毛 👨‍🦱 👩‍🦱 🦱 🧑‍🦱
きゃんせる	きゃんせる ✖️ ❌️ ❎️
チャート	チャート 💹 📈 📉 📊
suvくるま	suvくるま 🚙
ご来光	ご来光 🌄
請求書	請求書 🧾
じしん	じしん 🫨
レーザー	レーザー 🪒
いなほ	いなほ 🌾
子供	子供 👦 👧 👨‍👦 👨‍👦‍👦 👨‍👧 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👦 👩‍👦‍👦 👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧 👪️ 👶 🚸 🧒
upまーく	upまーく 🆙
手動式車椅子の人	手動式車椅子の人 🧑‍🦽 🧑‍🦽‍➡️
ひたいに手をあてる人	ひたいに手をあてる人 🤦
かぎばり	かぎばり 🧶
ダメのポーズをする女	ダメのポーズをする女 🙅‍♀️
ひく	ひく ➖️
かーれーす	かーれーす 🏎️
さんぴえーるとう	さんぴえーるとう 🇵🇲
ひげ	ひげ 🥸 🥸 🧔 🧔 🧔‍♀️ 🧔‍♀️ 🧔‍♂️ 🧔‍♂️
アゼルバイジャン	アゼルバイジャン 🇦🇿
万力	万力 🗜️
ひざ	ひざ 🦵
外貨両替	外貨両替 💱
ドラムスティック	ドラムスティック 🥁
クエスチョンマーク	クエスチョンマーク ❓️ ❔️
きんか	きんか 🪙
もんしょう	もんしょう ⚜️
ヒンズー教	ヒンズー教 🕉️ 🛕
しょーとけーき	しょーとけーき 🍰
マフラー	マフラー 🧣
3じはん	3じはん 🕞️
悪い人	悪い人 🦹
ひも	ひも 🧵 🧵 🪢 🪢
水球	水球 🤽 🤽‍♀️ 🤽‍♂️
鎖	鎖 ⛓️
鍵	鍵 🔏 🔐 🔑 🔒️ 🔓️ 🗝️ 🧩
ヴァーサス	ヴァーサス 🆚
きんし	きんし ⛔️ 🈲 🔞 🙅 🙅‍♂️ 🚫 🚭️ 🚯 🚱 🚳 🚷
パトランプ	パトランプ 🚨
れずびあん	れずびあん 🌈 🏳️‍🌈
ひと	ひと 👨‍🍼 👩‍🍼 👰 👱 🙅 🙆 🙋 🚶 🚶‍➡️ 🤦 🤵 🤷 🥷 🦹 🧍 🧎 🧎‍➡️ 🧏 🧑‍🍼 🧑‍🎄 🧑‍🤝‍🧑 🧔
赤面	赤面 😳
無関心	無関心 🫤
玄関	玄関 🚪
ひな	ひな 🐣 🐣 🐤 🐤 🐥 🐥 🦢 🦢
カードフォルダー	カードフォルダー 🗂️
ざいもく	ざいもく 🪵
無限	無限 ♾️
上品	上品 🧐
ネズミの顔	ネズミの顔 🐭
かぞく	かぞく 👨‍👦 👨‍👦‍👦 👨‍👧 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👦 👩‍👦‍👦 👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧 👪️ 🧑‍🧑‍🧒 🧑‍🧑‍🧒‍🧒 🧑‍🧒 🧑‍🧒‍🧒
ぱいなっぷる	ぱいなっぷる 🍍
星座（水瓶座）	星座（水瓶座） ♒️
ゔぃえす	ゔぃえす 🆚
バイオリン（クラッシック）	バイオリン（クラッシック） 🎻
よてい	よてい 📅 📆 🗓️
いでんし	いでんし 🧬
ジンバブエ	ジンバブエ 🇿🇼
じょせいのけんせつさぎょういん	じょせいのけんせつさぎょういん 👷‍♀️
ですくとっぷぱそこん	ですくとっぷぱそこん 🖥️
ほこう	ほこう 🚶 🚶‍♀️ 🚶‍♀️‍➡️ 🚶‍♂️ 🚶‍♂️‍➡️ 🚶‍➡️
くものなかのかお	くものなかのかお 😶‍🌫️
ダビデの星	ダビデの星 ✡️
トルコ	トルコ 🇹🇷
わんぴーす	わんぴーす 👗
長距離走	長距離走 🎽
せんめんじょ	せんめんじょ 🪥
むかっ	むかっ 💢 💢
しりある	しりある 🥣
天秤	天秤 ⚖️
星座（天秤座）	星座（天秤座） ♎️
おりーぶ	おりーぶ 🫒
鏡	鏡 🪞
シーク教	シーク教 🪯
パタパタ	パタパタ 🪭
すーぱーまん	すーぱーまん 🦸
羊毛	羊毛 🐑 🦙
べーこん	べーこん 🥓
ぽいすてきんし	ぽいすてきんし 🚯
キツネの顔	キツネの顔 🦊
べびーしーと	べびーしーと 🚼️
営（営業時間）	営（営業時間） 🈺
食器	食器 🍴 🍽️ 🥄
指差し（右）	指差し（右） 👉️
鐘	鐘 🔔 🔕
けんけつ	けんけつ 🩸
妊娠	妊娠 🤰 🫃 🫄
クレジットカード	クレジットカード 💳️
絆創膏	絆創膏 🩹
高層ビル	高層ビル 🏙️
眠い(睡眠)	眠い(睡眠) 💤
せーしぇる	せーしぇる 🇸🇨
プレゼント	プレゼント 🎁
パンダ	パンダ 🐼
パンチ	パンチ 👊 🤛 🤜
じゆうのめがみ	じゆうのめがみ 🗽
ニンジン	ニンジン 🥕
ばすしょうめん	ばすしょうめん 🚍️
パンツ	パンツ 👖 🩲 🩳
からかう（あっかんべえ）	からかう（あっかんべえ） 😜
会話の吹き出し	会話の吹き出し 💬
お姫さま	お姫さま 👸
まうすとらっぷ	まうすとらっぷ 🪤
多分ね	多分ね 🤷 🤷‍♀️ 🤷‍♂️
きんとれ	きんとれ 🏋️ 💪
とじたほん	とじたほん 📕
すぺーすいんべーだー	すぺーすいんべーだー 👾
やきゅうじょう	やきゅうじょう 🏟️
食事	食事 🍴
人参	人参 🥕
そくてんするおんな	そくてんするおんな 🤸‍♀️
ハートに矢	ハートに矢 💘
妊婦	妊婦 🤰 🫄
とこや	とこや 💇 💇‍♀️ 💇‍♂️ 💈
むしめがねみぎ	むしめがねみぎ 🔎
壊れたハート	壊れたハート 💔
にからぐあ	にからぐあ 🇳🇮
豆	豆 🫘 🫛
頭蓋骨	頭蓋骨 💀
スクリュードライバー	スクリュードライバー 🪛
てをあげるおとこ	てをあげるおとこ 🙋‍♂️
フォーチュンクッキー	フォーチュンクッキー 🥠
9時半	9時半 🕤️
マグカップ	マグカップ 🍺
日焼け止め	日焼け止め 🧴
豚	豚 🐖 🐷 🐽
ファイアー	ファイアー 🔥
ほこうしゃたちいりきんし	ほこうしゃたちいりきんし 🚷
NEWマーク	NEWマーク 🆕
DVD	DVD 💿️ 📀
ぷろぐらま	ぷろぐらま 👨‍💻 👩‍💻 🧑‍💻
サイクリスト	サイクリスト 🚴 🚴‍♀️ 🚵 🚵‍♀️
えすて	えすて 💆 💆‍♀️ 💆‍♂️
象	象 🐘
前の曲ボタン	前の曲ボタン ⏮️
れいんぼーふらっぐ	れいんぼーふらっぐ 🏳️‍🌈
ナイフ	ナイフ 🍴 🍽️ 🔪 🗡️
ごんどら	ごんどら 🚠 🚡
ナイス	ナイス 😀 😁
水瓶	水瓶 🏺
ぱぷあにゅーぎにあ	ぱぷあにゅーぎにあ 🇵🇬
おていれ	おていれ 🪥
落とす	落とす 🫳
きるぎす	きるぎす 🇰🇬
うっしっし（ネコ）	うっしっし（ネコ） 😸
円盤	円盤 🥏
ぎたー	ぎたー 🎸
ブロンド	ブロンド 👩 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳 👱 👱‍♀️ 👱‍♂️ 👵
ふぃじー	ふぃじー 🇫🇯
コピーライト	コピーライト ©️
さんぱつ	さんぱつ 💇 💈
ハロウィーン	ハロウィーン 🎃 👻 🧛 🧟
たくしー	たくしー 🚕 🚖 🛺
貝	貝 🐚 🦪
でんせつ	でんせつ 🧚 🧜 🧝
ハート（ぴかぴかひかる）	ハート（ぴかぴかひかる） 💓
哺乳瓶	哺乳瓶 🍼
サキソフォン	サキソフォン 🎷
ジャグラー	ジャグラー 🤹 🤹‍♀️ 🤹‍♂️
セーシェル	セーシェル 🇸🇨
アヒル	アヒル 🪿
水泳	水泳 🏊️ 🏊‍♀️ 🏊‍♂️ 🤽 🤽‍♀️ 🤽‍♂️ 🥽
くつした	くつした 🧦
ブロンズ	ブロンズ 🥉
しろいは	しろいは 🦷
ポーチ	ポーチ 👝
ベビー	ベビー 👶 🚼️
くりかえし	くりかえし 🔁 🔂 🔃 🔄
スマートフォン禁止	スマートフォン禁止 📵
女性と女の子と男の子の家族	女性と女の子と男の子の家族 👩‍👧‍👦
しゅくじつのはた	しゅくじつのはた 🎌
みぎやじるし	みぎやじるし ➡️
ポーク	ポーク 🐖 🥩
小四角１	小四角１ ▫️
小四角２	小四角２ ▪️
薔薇	薔薇 🌹
四角数字0	四角数字0 0️⃣
不本意	不本意 😦
はい	はい 🙂‍↕️ 🙂‍↕️ 🫁
四角数字1	四角数字1 1️⃣
四角数字2	四角数字2 2️⃣
四角数字3	四角数字3 3️⃣
四角数字4	四角数字4 4️⃣
はえ	はえ 🪰
四角数字5	四角数字5 5️⃣
四角数字6	四角数字6 6️⃣
四角数字7	四角数字7 7️⃣
四角数字8	四角数字8 8️⃣
ポーズ	ポーズ ⏸️
四角数字9	四角数字9 9️⃣
うでどけい	うでどけい ⌚️
はく	はく 🤮 🧹
しゃりょうしんにゅうきんし	しゃりょうしんにゅうきんし ⛔️
ぷりんせす	ぷりんせす 👸
木工	木工 🪚
はぐ	はぐ 🤗 🫂
けがしてるかお	けがしてるかお 🤕
上下	上下 ↕️ 🪀
細菌	細菌 🦠
くろしかくだい	くろしかくだい ◼️
はこ	はこ 🎁 📤️ 📥️ 📦️ 🗃️ 🧰
えいそう	えいそう 🪹 🪺
収穫	収穫 🧺
キックスクーター	キックスクーター 🛴
おわり	おわり 🔚
はし	はし 🌉 🍜 🥡 🥢 🥢
丸めた新聞	丸めた新聞 🗞️
れすりんぐをする	れすりんぐをする 🤼‍♀️ 🤼‍♂️
ぜつぼうするねこ	ぜつぼうするねこ 🙀
不信	不信 🫤
管楽器	管楽器 🪈
はた	はた ⛳️ 🇦🇨 🇦🇩 🇦🇪 🇦🇫 🇦🇬 🇦🇮 🇦🇱 🇦🇲 🇦🇴 🇦🇶 🇦🇷 🇦🇸 🇦🇹 🇦🇺 🇦🇼 🇦🇽 🇦🇿 🇧🇦 🇧🇧 🇧🇩 🇧🇪 🇧🇫 🇧🇬 🇧🇭 🇧🇮 🇧🇯 🇧🇱 🇧🇲 🇧🇳 🇧🇴 🇧🇶 🇧🇷 🇧🇸 🇧🇹 🇧🇻 🇧🇼 🇧🇾 🇧🇿 🇨🇦 🇨🇨 🇨🇩 🇨🇫 🇨🇬 🇨🇭 🇨🇮 🇨🇰 🇨🇱 🇨🇲 🇨🇳 🇨🇴 🇨🇵 🇨🇷 🇨🇺 🇨🇻 🇨🇼 🇨🇽 🇨🇾 🇨🇿 🇩🇪 🇩🇬 🇩🇯 🇩🇰 🇩🇲 🇩🇴 🇩🇿 🇪🇦 🇪🇨 🇪🇪 🇪🇬 🇪🇭 🇪🇷 🇪🇸 🇪🇹 🇪🇺 🇫🇮 🇫🇯 🇫🇰 🇫🇲 🇫🇴 🇫🇷 🇬🇦 🇬🇧 🇬🇩 🇬🇪 🇬🇫 🇬🇬 🇬🇭 🇬🇮 🇬🇱 🇬🇲 🇬🇳 🇬🇵 🇬🇶 🇬🇷 🇬🇸 🇬🇹 🇬🇺 🇬🇼 🇬🇾 🇭🇰 🇭🇲 🇭🇳 🇭🇷 🇭🇹 🇭🇺 🇮🇨 🇮🇩 🇮🇪 🇮🇱 🇮🇲 🇮🇳 🇮🇴 🇮🇶 🇮🇷 🇮🇸 🇮🇹 🇯🇪 🇯🇲 🇯🇴 🇯🇵 🇰🇪 🇰🇬 🇰🇭 🇰🇮 🇰🇲 🇰🇳 🇰🇵 🇰🇷 🇰🇼 🇰🇾 🇰🇿 🇱🇦 🇱🇧 🇱🇨 🇱🇮 🇱🇰 🇱🇷 🇱🇸 🇱🇹 🇱🇺 🇱🇻 🇱🇾 🇲🇦 🇲🇨 🇲🇩 🇲🇪 🇲🇫 🇲🇬 🇲🇭 🇲🇰 🇲🇱 🇲🇲 🇲🇳 🇲🇴 🇲🇵 🇲🇶 🇲🇷 🇲🇸 🇲🇹 🇲🇺 🇲🇻 🇲🇼 🇲🇽 🇲🇾 🇲🇿 🇳🇦 🇳🇨 🇳🇪 🇳🇫 🇳🇬 🇳🇮 🇳🇱 🇳🇴 🇳🇵 🇳🇷 🇳🇺 🇳🇿 🇴🇲 🇵🇦 🇵🇪 🇵🇫 🇵🇬 🇵🇭 🇵🇰 🇵🇱 🇵🇲 🇵🇳 🇵🇷 🇵🇸 🇵🇹 🇵🇼 🇵🇾 🇶🇦 🇷🇪 🇷🇴 🇷🇸 🇷🇺 🇷🇼 🇸🇦 🇸🇧 🇸🇨 🇸🇩 🇸🇪 🇸🇬 🇸🇭 🇸🇮 🇸🇯 🇸🇰 🇸🇱 🇸🇲 🇸🇳 🇸🇴 🇸🇷 🇸🇸 🇸🇹 🇸🇻 🇸🇽 🇸🇾 🇸🇿 🇹🇦 🇹🇨 🇹🇩 🇹🇫 🇹🇬 🇹🇭 🇹🇯 🇹🇰 🇹🇱 🇹🇲 🇹🇳 🇹🇴 🇹🇷 🇹🇹 🇹🇻 🇹🇼 🇹🇿 🇺🇦 🇺🇬 🇺🇲 🇺🇳 🇺🇸 🇺🇾 🇺🇿 🇻🇦 🇻🇨 🇻🇪 🇻🇬 🇻🇮 🇻🇳 🇻🇺 🇼🇫 🇼🇸 🇽🇰 🇾🇪 🇾🇹 🇿🇦 🇿🇲 🇿🇼 🎌 🏁 🏳️ 🏳️‍⚧️ 🏴 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🚩
ぼっくす	ぼっくす 🗃️
おびきよせる	おびきよせる 🪤
ユニコーンの顔	ユニコーンの顔 🦄
ジャグリングする人	ジャグリングする人 🤹
はち	はち 🐝
怒った	怒った 💢 😠
はつ	はつ 🔰
危険・警告	危険・警告 ⚠️
はで	はで 🦚 🦩
キャンディ（ぺろぺろ）	キャンディ（ぺろぺろ） 🍭
蓮華座のポーズ	蓮華座のポーズ 🧘
無音	無音 🔇
はと	はと 🕊️
具合の悪い顔	具合の悪い顔 🤢
はり	はり 💉 🪡 🪼
はな	はな 🌷 🌸 🌹 🌺 🌻 🌼 🏵️ 🐽 👃 💐 💮 🥀 🪷 🪻
はれ	はれ ☀️ 🌤️
はね	はね 🪶 🪽
そーせーじ	そーせーじ 🌭
調味料	調味料 🧂 🫙
安全ベスト	安全ベスト 🦺
ぶるーべりー	ぶるーべりー 🫐
チャート（棒グラフ）	チャート（棒グラフ） 📊
つえをついたじょせい	つえをついたじょせい 👩‍🦯 👩‍🦯‍➡️
Ｚｚｚ	Ｚｚｚ 💤
お年玉	お年玉 🧧
ふーん	ふーん 😑 😑 😕 😕 🫥 🫥
ばなな	ばなな 🍌
荷物	荷物 📦️
ぱーてぃー	ぱーてぃー 🎉 🎊 👯‍♀️ 👯‍♂️ 🥳 🪅 🪇 🪩
赤	赤 ❤️ 🔴 🔺 🔻 🟥
ひらいたて	ひらいたて 🖐️
薄い青のハート	薄い青のハート 🩵
闇	闇 🌑
べーぐる	べーぐる 🥯
てつどう	てつどう 🚂 🚃 🚄 🚅 🚈 🛤️
留め金	留め金 🪝
いちじていし	いちじていし ⏯️ ⏸️
口惜しさ	口惜しさ 🫦
ばってりー	ばってりー 🔋 🪫
ポケベル	ポケベル 📟️
ぷろじぇくたー	ぷろじぇくたー 📽️
ひたいに手をあてる女	ひたいに手をあてる女 🤦‍♀️
ピクルス	ピクルス 🥒
よっと	よっと ⛵️
ダガー	ダガー 🗡️
がっくり	がっくり 😞 😞
さぼてん	さぼてん 🌵 🏜️
ボート（競艇）	ボート（競艇） 🚤
べんき	べんき 🚽
どうでもいい	どうでもいい 🫥 🫥
星座（おとめ座）	星座（おとめ座） ♍️
シャツ	シャツ 👔 👕 👚
ヒジャブ	ヒジャブ 🧕
だいなまいと	だいなまいと 🧨
べんざ	べんざ 🚽
サンタさん	サンタさん 🧑‍🎄
がま口財布	がま口財布 👛
うぉっち	うぉっち ⌚️
メリーゴーランド	メリーゴーランド 🎠
足	足 👣 🦵 🦶 🦿
エヌジー	エヌジー 🆖
ろっくくらいまー	ろっくくらいまー 🧗
ふぇにっくす	ふぇにっくす 🐦‍🔥
さかなをたべる	さかなをたべる 🦦
シエラレオネ	シエラレオネ 🇸🇱
プレッツェル	プレッツェル 🥨
ひみつ	ひみつ ㊙️ 🙉 🙊 🤐
げんざん	げんざん ➖️
正座する人	正座する人 🧎 🧎‍➡️
おかねのかお	おかねのかお 🤑
てんき	てんき ☀️ ☁️ ☂️ ☔️ ⛅️ ⛈️ ❄️ 🌀 🌂 🌈 🌊 🌡️ 🌤️ 🌥️ 🌦️ 🌧️ 🌨️ 🌩️ 🌪️ 🌫️
ブラウス	ブラウス 👚
てんぐ	てんぐ 👺
木材	木材 🪵
しちめんちょう	しちめんちょう 🦃
ばすてい	ばすてい 🚏
レバノン	レバノン 🇱🇧
床屋	床屋 💇 💇‍♀️ 💇‍♂️ 💈
てんし	てんし 👼 🪽
こづつみ	こづつみ 📦️
B型	B型 🅱️
よくそう	よくそう 🛀 🛁
逆回り	逆回り 🔄
当選弓矢	当選弓矢 🎯
ラクロス	ラクロス 🥍
骨壺	骨壺 ⚱️
熱々	熱々 🍜 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 💑
教授	教授 👨‍🏫 👩‍🏫 🧑‍🏫
じょせいとじょせいとおんなのことおんなのこのかぞく	じょせいとじょせいとおんなのことおんなのこのかぞく 👩‍👩‍👧‍👧
きもをひやした	きもをひやした 😓
掃除	掃除 🧹 🧽
ソマリア	ソマリア 🇸🇴
いぎりす	いぎりす 🇬🇧
とるねーど	とるねーど 🌪️
てんと	てんと ⛺️ 🎪 🏕️
王妃	王妃 👸
怒りマーク	怒りマーク 💢
もーたーすぽーつ	もーたーすぽーつ 🏍️ 🏎️
